match_turn,player1wins,match,turnNumber
"[Gen 1] Random Battle-34580,62360,28874,33654-turn8.txt",0,"[Gen 1] Random Battle-34580,62360,28874,33654",8
"[Gen 1] Random Battle-34580,6837,12715,726-turn0.txt",0,"[Gen 1] Random Battle-34580,6837,12715,726",0
"[Gen 1] Random Battle-34580,6837,12715,726-turn10.txt",0,"[Gen 1] Random Battle-34580,6837,12715,726",10
"[Gen 1] Random Battle-34580,6837,12715,726-turn18.txt",0,"[Gen 1] Random Battle-34580,6837,12715,726",18
"[Gen 1] Random Battle-34580,6837,12715,726-turn28.txt",0,"[Gen 1] Random Battle-34580,6837,12715,726",28
"[Gen 1] Random Battle-34580,6837,12715,726-turn31.txt",0,"[Gen 1] Random Battle-34580,6837,12715,726",31
"[Gen 1] Random Battle-34580,6837,12715,726-turn38.txt",0,"[Gen 1] Random Battle-34580,6837,12715,726",38
"[Gen 1] Random Battle-34580,6837,12715,726-turn39.txt",0,"[Gen 1] Random Battle-34580,6837,12715,726",39
"[Gen 1] Random Battle-34580,6837,12715,726-turn45.txt",0,"[Gen 1] Random Battle-34580,6837,12715,726",45
"[Gen 1] Random Battle-34580,6837,12715,726-turn8.txt",0,"[Gen 1] Random Battle-34580,6837,12715,726",8
"[Gen 1] Random Battle-3468,54797,45641,57046-turn0.txt",0,"[Gen 1] Random Battle-3468,54797,45641,57046",0
"[Gen 1] Random Battle-3468,54797,45641,57046-turn11.txt",0,"[Gen 1] Random Battle-3468,54797,45641,57046",11
"[Gen 1] Random Battle-3468,54797,45641,57046-turn12.txt",0,"[Gen 1] Random Battle-3468,54797,45641,57046",12
"[Gen 1] Random Battle-3468,54797,45641,57046-turn15.txt",0,"[Gen 1] Random Battle-3468,54797,45641,57046",15
"[Gen 1] Random Battle-3468,54797,45641,57046-turn17.txt",0,"[Gen 1] Random Battle-3468,54797,45641,57046",17
"[Gen 1] Random Battle-3468,54797,45641,57046-turn22.txt",0,"[Gen 1] Random Battle-3468,54797,45641,57046",22
"[Gen 1] Random Battle-3468,54797,45641,57046-turn25.txt",0,"[Gen 1] Random Battle-3468,54797,45641,57046",25
"[Gen 1] Random Battle-3468,54797,45641,57046-turn26.txt",0,"[Gen 1] Random Battle-3468,54797,45641,57046",26
"[Gen 1] Random Battle-3468,54797,45641,57046-turn32.txt",0,"[Gen 1] Random Battle-3468,54797,45641,57046",32
"[Gen 1] Random Battle-3468,54797,45641,57046-turn34.txt",0,"[Gen 1] Random Battle-3468,54797,45641,57046",34
"[Gen 1] Random Battle-3468,54797,45641,57046-turn36.txt",0,"[Gen 1] Random Battle-3468,54797,45641,57046",36
"[Gen 1] Random Battle-3468,54797,45641,57046-turn4.txt",0,"[Gen 1] Random Battle-3468,54797,45641,57046",4
"[Gen 1] Random Battle-34771,16596,2677,22550-turn0.txt",0,"[Gen 1] Random Battle-34771,16596,2677,22550",0
"[Gen 1] Random Battle-34771,16596,2677,22550-turn14.txt",0,"[Gen 1] Random Battle-34771,16596,2677,22550",14
"[Gen 1] Random Battle-34771,16596,2677,22550-turn17.txt",0,"[Gen 1] Random Battle-34771,16596,2677,22550",17
"[Gen 1] Random Battle-34771,16596,2677,22550-turn18.txt",0,"[Gen 1] Random Battle-34771,16596,2677,22550",18
"[Gen 1] Random Battle-34771,16596,2677,22550-turn21.txt",0,"[Gen 1] Random Battle-34771,16596,2677,22550",21
"[Gen 1] Random Battle-34771,16596,2677,22550-turn24.txt",0,"[Gen 1] Random Battle-34771,16596,2677,22550",24
"[Gen 1] Random Battle-34932,57838,354,22694-turn0.txt",0,"[Gen 1] Random Battle-34932,57838,354,22694",0
"[Gen 1] Random Battle-34932,57838,354,22694-turn10.txt",0,"[Gen 1] Random Battle-34932,57838,354,22694",10
"[Gen 1] Random Battle-34932,57838,354,22694-turn11.txt",0,"[Gen 1] Random Battle-34932,57838,354,22694",11
"[Gen 1] Random Battle-34932,57838,354,22694-turn15.txt",0,"[Gen 1] Random Battle-34932,57838,354,22694",15
"[Gen 1] Random Battle-34932,57838,354,22694-turn17.txt",0,"[Gen 1] Random Battle-34932,57838,354,22694",17
"[Gen 1] Random Battle-34932,57838,354,22694-turn18.txt",0,"[Gen 1] Random Battle-34932,57838,354,22694",18
"[Gen 1] Random Battle-34932,57838,354,22694-turn19.txt",0,"[Gen 1] Random Battle-34932,57838,354,22694",19
"[Gen 1] Random Battle-34932,57838,354,22694-turn32.txt",0,"[Gen 1] Random Battle-34932,57838,354,22694",32
"[Gen 1] Random Battle-34932,57838,354,22694-turn33.txt",0,"[Gen 1] Random Battle-34932,57838,354,22694",33
"[Gen 1] Random Battle-34932,57838,354,22694-turn41.txt",0,"[Gen 1] Random Battle-34932,57838,354,22694",41
"[Gen 1] Random Battle-34932,57838,354,22694-turn42.txt",0,"[Gen 1] Random Battle-34932,57838,354,22694",42
"[Gen 1] Random Battle-34932,57838,354,22694-turn43.txt",0,"[Gen 1] Random Battle-34932,57838,354,22694",43
"[Gen 1] Random Battle-34932,57838,354,22694-turn48.txt",0,"[Gen 1] Random Battle-34932,57838,354,22694",48
"[Gen 1] Random Battle-34932,57838,354,22694-turn49.txt",0,"[Gen 1] Random Battle-34932,57838,354,22694",49
"[Gen 1] Random Battle-34932,57838,354,22694-turn53.txt",0,"[Gen 1] Random Battle-34932,57838,354,22694",53
"[Gen 1] Random Battle-34932,57838,354,22694-turn6.txt",0,"[Gen 1] Random Battle-34932,57838,354,22694",6
"[Gen 1] Random Battle-34932,57838,354,22694-turn63.txt",0,"[Gen 1] Random Battle-34932,57838,354,22694",63
"[Gen 1] Random Battle-34932,57838,354,22694-turn7.txt",0,"[Gen 1] Random Battle-34932,57838,354,22694",7
"[Gen 1] Random Battle-34932,57838,354,22694-turn9.txt",0,"[Gen 1] Random Battle-34932,57838,354,22694",9
"[Gen 1] Random Battle-34939,15291,60260,6950-turn0.txt",0,"[Gen 1] Random Battle-34939,15291,60260,6950",0
"[Gen 1] Random Battle-34939,15291,60260,6950-turn13.txt",0,"[Gen 1] Random Battle-34939,15291,60260,6950",13
"[Gen 1] Random Battle-34939,15291,60260,6950-turn15.txt",0,"[Gen 1] Random Battle-34939,15291,60260,6950",15
"[Gen 1] Random Battle-34939,15291,60260,6950-turn23.txt",0,"[Gen 1] Random Battle-34939,15291,60260,6950",23
"[Gen 1] Random Battle-34939,15291,60260,6950-turn33.txt",0,"[Gen 1] Random Battle-34939,15291,60260,6950",33
"[Gen 1] Random Battle-34939,15291,60260,6950-turn37.txt",0,"[Gen 1] Random Battle-34939,15291,60260,6950",37
"[Gen 1] Random Battle-34939,15291,60260,6950-turn4.txt",0,"[Gen 1] Random Battle-34939,15291,60260,6950",4
"[Gen 1] Random Battle-34939,15291,60260,6950-turn55.txt",0,"[Gen 1] Random Battle-34939,15291,60260,6950",55
"[Gen 1] Random Battle-34939,15291,60260,6950-turn63.txt",0,"[Gen 1] Random Battle-34939,15291,60260,6950",63
"[Gen 1] Random Battle-34939,15291,60260,6950-turn64.txt",0,"[Gen 1] Random Battle-34939,15291,60260,6950",64
"[Gen 1] Random Battle-34939,15291,60260,6950-turn7.txt",0,"[Gen 1] Random Battle-34939,15291,60260,6950",7
"[Gen 1] Random Battle-3501,45689,24726,19686-turn0.txt",0,"[Gen 1] Random Battle-3501,45689,24726,19686",0
"[Gen 1] Random Battle-3501,45689,24726,19686-turn11.txt",0,"[Gen 1] Random Battle-3501,45689,24726,19686",11
"[Gen 1] Random Battle-3501,45689,24726,19686-turn16.txt",0,"[Gen 1] Random Battle-3501,45689,24726,19686",16
"[Gen 1] Random Battle-3501,45689,24726,19686-turn18.txt",0,"[Gen 1] Random Battle-3501,45689,24726,19686",18
"[Gen 1] Random Battle-3501,45689,24726,19686-turn23.txt",0,"[Gen 1] Random Battle-3501,45689,24726,19686",23
"[Gen 1] Random Battle-3501,45689,24726,19686-turn27.txt",0,"[Gen 1] Random Battle-3501,45689,24726,19686",27
"[Gen 1] Random Battle-3501,45689,24726,19686-turn3.txt",0,"[Gen 1] Random Battle-3501,45689,24726,19686",3
"[Gen 1] Random Battle-3501,45689,24726,19686-turn37.txt",0,"[Gen 1] Random Battle-3501,45689,24726,19686",37
"[Gen 1] Random Battle-3501,45689,24726,19686-turn38.txt",0,"[Gen 1] Random Battle-3501,45689,24726,19686",38
"[Gen 1] Random Battle-3501,45689,24726,19686-turn46.txt",0,"[Gen 1] Random Battle-3501,45689,24726,19686",46
"[Gen 1] Random Battle-3501,45689,24726,19686-turn48.txt",0,"[Gen 1] Random Battle-3501,45689,24726,19686",48
"[Gen 1] Random Battle-3501,45689,24726,19686-turn51.txt",0,"[Gen 1] Random Battle-3501,45689,24726,19686",51
"[Gen 1] Random Battle-3501,45689,24726,19686-turn58.txt",0,"[Gen 1] Random Battle-3501,45689,24726,19686",58
"[Gen 1] Random Battle-3501,45689,24726,19686-turn9.txt",0,"[Gen 1] Random Battle-3501,45689,24726,19686",9
"[Gen 1] Random Battle-35137,17363,13801,37206-turn0.txt",1,"[Gen 1] Random Battle-35137,17363,13801,37206",0
"[Gen 1] Random Battle-35137,17363,13801,37206-turn11.txt",1,"[Gen 1] Random Battle-35137,17363,13801,37206",11
"[Gen 1] Random Battle-35137,17363,13801,37206-turn14.txt",1,"[Gen 1] Random Battle-35137,17363,13801,37206",14
"[Gen 1] Random Battle-35137,17363,13801,37206-turn15.txt",1,"[Gen 1] Random Battle-35137,17363,13801,37206",15
"[Gen 1] Random Battle-35137,17363,13801,37206-turn23.txt",1,"[Gen 1] Random Battle-35137,17363,13801,37206",23
"[Gen 1] Random Battle-35137,17363,13801,37206-turn28.txt",1,"[Gen 1] Random Battle-35137,17363,13801,37206",28
"[Gen 1] Random Battle-35137,17363,13801,37206-turn31.txt",1,"[Gen 1] Random Battle-35137,17363,13801,37206",31
"[Gen 1] Random Battle-35137,17363,13801,37206-turn32.txt",1,"[Gen 1] Random Battle-35137,17363,13801,37206",32
"[Gen 1] Random Battle-35137,17363,13801,37206-turn34.txt",1,"[Gen 1] Random Battle-35137,17363,13801,37206",34
"[Gen 1] Random Battle-35137,17363,13801,37206-turn35.txt",1,"[Gen 1] Random Battle-35137,17363,13801,37206",35
"[Gen 1] Random Battle-35137,17363,13801,37206-turn5.txt",1,"[Gen 1] Random Battle-35137,17363,13801,37206",5
"[Gen 1] Random Battle-35137,61352,52329,27094-turn0.txt",0,"[Gen 1] Random Battle-35137,61352,52329,27094",0
"[Gen 1] Random Battle-35137,61352,52329,27094-turn1.txt",0,"[Gen 1] Random Battle-35137,61352,52329,27094",1
"[Gen 1] Random Battle-35137,61352,52329,27094-turn14.txt",0,"[Gen 1] Random Battle-35137,61352,52329,27094",14
"[Gen 1] Random Battle-35137,61352,52329,27094-turn20.txt",0,"[Gen 1] Random Battle-35137,61352,52329,27094",20
"[Gen 1] Random Battle-35137,61352,52329,27094-turn21.txt",0,"[Gen 1] Random Battle-35137,61352,52329,27094",21
"[Gen 1] Random Battle-35137,61352,52329,27094-turn25.txt",0,"[Gen 1] Random Battle-35137,61352,52329,27094",25
"[Gen 1] Random Battle-35137,61352,52329,27094-turn26.txt",0,"[Gen 1] Random Battle-35137,61352,52329,27094",26
"[Gen 1] Random Battle-35137,61352,52329,27094-turn3.txt",0,"[Gen 1] Random Battle-35137,61352,52329,27094",3
"[Gen 1] Random Battle-35137,61352,52329,27094-turn31.txt",0,"[Gen 1] Random Battle-35137,61352,52329,27094",31
"[Gen 1] Random Battle-35137,61352,52329,27094-turn32.txt",0,"[Gen 1] Random Battle-35137,61352,52329,27094",32
"[Gen 1] Random Battle-35137,61352,52329,27094-turn33.txt",0,"[Gen 1] Random Battle-35137,61352,52329,27094",33
"[Gen 1] Random Battle-35137,61352,52329,27094-turn38.txt",0,"[Gen 1] Random Battle-35137,61352,52329,27094",38
"[Gen 1] Random Battle-35137,61352,52329,27094-turn4.txt",0,"[Gen 1] Random Battle-35137,61352,52329,27094",4
"[Gen 1] Random Battle-35137,61352,52329,27094-turn42.txt",0,"[Gen 1] Random Battle-35137,61352,52329,27094",42
"[Gen 1] Random Battle-35137,61352,52329,27094-turn48.txt",0,"[Gen 1] Random Battle-35137,61352,52329,27094",48
"[Gen 1] Random Battle-35137,61352,52329,27094-turn5.txt",0,"[Gen 1] Random Battle-35137,61352,52329,27094",5
"[Gen 1] Random Battle-35137,61352,52329,27094-turn8.txt",0,"[Gen 1] Random Battle-35137,61352,52329,27094",8
"[Gen 1] Random Battle-35137,61352,52329,27094-turn9.txt",0,"[Gen 1] Random Battle-35137,61352,52329,27094",9
"[Gen 1] Random Battle-35144,38035,51792,27990-turn0.txt",0,"[Gen 1] Random Battle-35144,38035,51792,27990",0
"[Gen 1] Random Battle-35144,38035,51792,27990-turn1.txt",0,"[Gen 1] Random Battle-35144,38035,51792,27990",1
"[Gen 1] Random Battle-35144,38035,51792,27990-turn10.txt",0,"[Gen 1] Random Battle-35144,38035,51792,27990",10
"[Gen 1] Random Battle-35144,38035,51792,27990-turn14.txt",0,"[Gen 1] Random Battle-35144,38035,51792,27990",14
"[Gen 1] Random Battle-35144,38035,51792,27990-turn15.txt",0,"[Gen 1] Random Battle-35144,38035,51792,27990",15
"[Gen 1] Random Battle-35144,38035,51792,27990-turn17.txt",0,"[Gen 1] Random Battle-35144,38035,51792,27990",17
"[Gen 1] Random Battle-35144,38035,51792,27990-turn2.txt",0,"[Gen 1] Random Battle-35144,38035,51792,27990",2
"[Gen 1] Random Battle-35144,38035,51792,27990-turn25.txt",0,"[Gen 1] Random Battle-35144,38035,51792,27990",25
"[Gen 1] Random Battle-35144,38035,51792,27990-turn35.txt",0,"[Gen 1] Random Battle-35144,38035,51792,27990",35
"[Gen 1] Random Battle-35144,38035,51792,27990-turn36.txt",0,"[Gen 1] Random Battle-35144,38035,51792,27990",36
"[Gen 1] Random Battle-35144,38035,51792,27990-turn38.txt",0,"[Gen 1] Random Battle-35144,38035,51792,27990",38
"[Gen 1] Random Battle-35144,38035,51792,27990-turn40.txt",0,"[Gen 1] Random Battle-35144,38035,51792,27990",40
"[Gen 1] Random Battle-35144,38035,51792,27990-turn45.txt",0,"[Gen 1] Random Battle-35144,38035,51792,27990",45
"[Gen 1] Random Battle-35144,38035,51792,27990-turn50.txt",0,"[Gen 1] Random Battle-35144,38035,51792,27990",50
"[Gen 1] Random Battle-35144,38035,51792,27990-turn52.txt",0,"[Gen 1] Random Battle-35144,38035,51792,27990",52
"[Gen 1] Random Battle-35144,38035,51792,27990-turn7.txt",0,"[Gen 1] Random Battle-35144,38035,51792,27990",7
"[Gen 1] Random Battle-35144,38035,51792,27990-turn9.txt",0,"[Gen 1] Random Battle-35144,38035,51792,27990",9
"[Gen 1] Random Battle-35179,62261,46902,20566-turn0.txt",0,"[Gen 1] Random Battle-35179,62261,46902,20566",0
"[Gen 1] Random Battle-35179,62261,46902,20566-turn11.txt",0,"[Gen 1] Random Battle-35179,62261,46902,20566",11
"[Gen 1] Random Battle-35179,62261,46902,20566-turn16.txt",0,"[Gen 1] Random Battle-35179,62261,46902,20566",16
"[Gen 1] Random Battle-35179,62261,46902,20566-turn2.txt",0,"[Gen 1] Random Battle-35179,62261,46902,20566",2
"[Gen 1] Random Battle-35179,62261,46902,20566-turn3.txt",0,"[Gen 1] Random Battle-35179,62261,46902,20566",3
"[Gen 1] Random Battle-35179,62261,46902,20566-turn30.txt",0,"[Gen 1] Random Battle-35179,62261,46902,20566",30
"[Gen 1] Random Battle-35179,62261,46902,20566-turn31.txt",0,"[Gen 1] Random Battle-35179,62261,46902,20566",31
"[Gen 1] Random Battle-35179,62261,46902,20566-turn32.txt",0,"[Gen 1] Random Battle-35179,62261,46902,20566",32
"[Gen 1] Random Battle-35179,62261,46902,20566-turn4.txt",0,"[Gen 1] Random Battle-35179,62261,46902,20566",4
"[Gen 1] Random Battle-35236,59714,57025,52566-turn0.txt",0,"[Gen 1] Random Battle-35236,59714,57025,52566",0
"[Gen 1] Random Battle-35236,59714,57025,52566-turn13.txt",0,"[Gen 1] Random Battle-35236,59714,57025,52566",13
"[Gen 1] Random Battle-35236,59714,57025,52566-turn16.txt",0,"[Gen 1] Random Battle-35236,59714,57025,52566",16
"[Gen 1] Random Battle-35236,59714,57025,52566-turn22.txt",0,"[Gen 1] Random Battle-35236,59714,57025,52566",22
"[Gen 1] Random Battle-35236,59714,57025,52566-turn23.txt",0,"[Gen 1] Random Battle-35236,59714,57025,52566",23
"[Gen 1] Random Battle-35236,59714,57025,52566-turn26.txt",0,"[Gen 1] Random Battle-35236,59714,57025,52566",26
"[Gen 1] Random Battle-35236,59714,57025,52566-turn36.txt",0,"[Gen 1] Random Battle-35236,59714,57025,52566",36
"[Gen 1] Random Battle-35236,59714,57025,52566-turn41.txt",0,"[Gen 1] Random Battle-35236,59714,57025,52566",41
"[Gen 1] Random Battle-35236,59714,57025,52566-turn45.txt",0,"[Gen 1] Random Battle-35236,59714,57025,52566",45
"[Gen 1] Random Battle-35236,59714,57025,52566-turn47.txt",0,"[Gen 1] Random Battle-35236,59714,57025,52566",47
"[Gen 1] Random Battle-35236,59714,57025,52566-turn49.txt",0,"[Gen 1] Random Battle-35236,59714,57025,52566",49
"[Gen 1] Random Battle-35263,56319,32529,27254-turn0.txt",0,"[Gen 1] Random Battle-35263,56319,32529,27254",0
"[Gen 1] Random Battle-35263,56319,32529,27254-turn10.txt",0,"[Gen 1] Random Battle-35263,56319,32529,27254",10
"[Gen 1] Random Battle-35263,56319,32529,27254-turn26.txt",0,"[Gen 1] Random Battle-35263,56319,32529,27254",26
"[Gen 1] Random Battle-35263,56319,32529,27254-turn28.txt",0,"[Gen 1] Random Battle-35263,56319,32529,27254",28
"[Gen 1] Random Battle-35263,56319,32529,27254-turn29.txt",0,"[Gen 1] Random Battle-35263,56319,32529,27254",29
"[Gen 1] Random Battle-35263,56319,32529,27254-turn35.txt",0,"[Gen 1] Random Battle-35263,56319,32529,27254",35
"[Gen 1] Random Battle-35263,56319,32529,27254-turn37.txt",0,"[Gen 1] Random Battle-35263,56319,32529,27254",37
"[Gen 1] Random Battle-35263,56319,32529,27254-turn40.txt",0,"[Gen 1] Random Battle-35263,56319,32529,27254",40
"[Gen 1] Random Battle-35263,56319,32529,27254-turn42.txt",0,"[Gen 1] Random Battle-35263,56319,32529,27254",42
"[Gen 1] Random Battle-35263,56319,32529,27254-turn6.txt",0,"[Gen 1] Random Battle-35263,56319,32529,27254",6
"[Gen 1] Random Battle-3538,20099,8266,41094-turn0.txt",1,"[Gen 1] Random Battle-3538,20099,8266,41094",0
"[Gen 1] Random Battle-3538,20099,8266,41094-turn27.txt",1,"[Gen 1] Random Battle-3538,20099,8266,41094",27
"[Gen 1] Random Battle-3538,20099,8266,41094-turn28.txt",1,"[Gen 1] Random Battle-3538,20099,8266,41094",28
"[Gen 1] Random Battle-3538,20099,8266,41094-turn36.txt",1,"[Gen 1] Random Battle-3538,20099,8266,41094",36
"[Gen 1] Random Battle-3538,20099,8266,41094-turn38.txt",1,"[Gen 1] Random Battle-3538,20099,8266,41094",38
"[Gen 1] Random Battle-3538,20099,8266,41094-turn44.txt",1,"[Gen 1] Random Battle-3538,20099,8266,41094",44
"[Gen 1] Random Battle-3538,20099,8266,41094-turn46.txt",1,"[Gen 1] Random Battle-3538,20099,8266,41094",46
"[Gen 1] Random Battle-3538,20099,8266,41094-turn49.txt",1,"[Gen 1] Random Battle-3538,20099,8266,41094",49
"[Gen 1] Random Battle-3538,20099,8266,41094-turn5.txt",1,"[Gen 1] Random Battle-3538,20099,8266,41094",5
"[Gen 1] Random Battle-3538,20099,8266,41094-turn51.txt",1,"[Gen 1] Random Battle-3538,20099,8266,41094",51
"[Gen 1] Random Battle-3538,20099,8266,41094-turn53.txt",1,"[Gen 1] Random Battle-3538,20099,8266,41094",53
"[Gen 1] Random Battle-3538,20099,8266,41094-turn58.txt",1,"[Gen 1] Random Battle-3538,20099,8266,41094",58
"[Gen 1] Random Battle-35411,22943,36919,50934-turn0.txt",1,"[Gen 1] Random Battle-35411,22943,36919,50934",0
"[Gen 1] Random Battle-35411,22943,36919,50934-turn11.txt",1,"[Gen 1] Random Battle-35411,22943,36919,50934",11
"[Gen 1] Random Battle-35411,22943,36919,50934-turn20.txt",1,"[Gen 1] Random Battle-35411,22943,36919,50934",20
"[Gen 1] Random Battle-35411,22943,36919,50934-turn29.txt",1,"[Gen 1] Random Battle-35411,22943,36919,50934",29
"[Gen 1] Random Battle-35411,22943,36919,50934-turn3.txt",1,"[Gen 1] Random Battle-35411,22943,36919,50934",3
"[Gen 1] Random Battle-35411,22943,36919,50934-turn30.txt",1,"[Gen 1] Random Battle-35411,22943,36919,50934",30
"[Gen 1] Random Battle-35411,22943,36919,50934-turn35.txt",1,"[Gen 1] Random Battle-35411,22943,36919,50934",35
"[Gen 1] Random Battle-35411,22943,36919,50934-turn42.txt",1,"[Gen 1] Random Battle-35411,22943,36919,50934",42
"[Gen 1] Random Battle-35411,22943,36919,50934-turn46.txt",1,"[Gen 1] Random Battle-35411,22943,36919,50934",46
"[Gen 1] Random Battle-35411,22943,36919,50934-turn54.txt",1,"[Gen 1] Random Battle-35411,22943,36919,50934",54
"[Gen 1] Random Battle-35411,22943,36919,50934-turn6.txt",1,"[Gen 1] Random Battle-35411,22943,36919,50934",6
"[Gen 1] Random Battle-35449,53168,32255,32182-turn0.txt",0,"[Gen 1] Random Battle-35449,53168,32255,32182",0
"[Gen 1] Random Battle-35449,53168,32255,32182-turn13.txt",0,"[Gen 1] Random Battle-35449,53168,32255,32182",13
"[Gen 1] Random Battle-35449,53168,32255,32182-turn25.txt",0,"[Gen 1] Random Battle-35449,53168,32255,32182",25
"[Gen 1] Random Battle-35449,53168,32255,32182-turn26.txt",0,"[Gen 1] Random Battle-35449,53168,32255,32182",26
"[Gen 1] Random Battle-35449,53168,32255,32182-turn8.txt",0,"[Gen 1] Random Battle-35449,53168,32255,32182",8
"[Gen 1] Random Battle-35449,53168,32255,32182-turn9.txt",0,"[Gen 1] Random Battle-35449,53168,32255,32182",9
"[Gen 1] Random Battle-35506,58760,13024,60310-turn0.txt",1,"[Gen 1] Random Battle-35506,58760,13024,60310",0
"[Gen 1] Random Battle-35506,58760,13024,60310-turn12.txt",1,"[Gen 1] Random Battle-35506,58760,13024,60310",12
"[Gen 1] Random Battle-35506,58760,13024,60310-turn16.txt",1,"[Gen 1] Random Battle-35506,58760,13024,60310",16
"[Gen 1] Random Battle-35506,58760,13024,60310-turn17.txt",1,"[Gen 1] Random Battle-35506,58760,13024,60310",17
"[Gen 1] Random Battle-35506,58760,13024,60310-turn18.txt",1,"[Gen 1] Random Battle-35506,58760,13024,60310",18
"[Gen 1] Random Battle-35506,58760,13024,60310-turn2.txt",1,"[Gen 1] Random Battle-35506,58760,13024,60310",2
"[Gen 1] Random Battle-35506,58760,13024,60310-turn20.txt",1,"[Gen 1] Random Battle-35506,58760,13024,60310",20
"[Gen 1] Random Battle-35506,58760,13024,60310-turn22.txt",1,"[Gen 1] Random Battle-35506,58760,13024,60310",22
"[Gen 1] Random Battle-35506,58760,13024,60310-turn25.txt",1,"[Gen 1] Random Battle-35506,58760,13024,60310",25
"[Gen 1] Random Battle-35506,58760,13024,60310-turn30.txt",1,"[Gen 1] Random Battle-35506,58760,13024,60310",30
"[Gen 1] Random Battle-35506,58760,13024,60310-turn9.txt",1,"[Gen 1] Random Battle-35506,58760,13024,60310",9
"[Gen 1] Random Battle-35512,20763,20880,2678-turn0.txt",1,"[Gen 1] Random Battle-35512,20763,20880,2678",0
"[Gen 1] Random Battle-35512,20763,20880,2678-turn14.txt",1,"[Gen 1] Random Battle-35512,20763,20880,2678",14
"[Gen 1] Random Battle-35512,20763,20880,2678-turn15.txt",1,"[Gen 1] Random Battle-35512,20763,20880,2678",15
"[Gen 1] Random Battle-35512,20763,20880,2678-turn18.txt",1,"[Gen 1] Random Battle-35512,20763,20880,2678",18
"[Gen 1] Random Battle-35512,20763,20880,2678-turn21.txt",1,"[Gen 1] Random Battle-35512,20763,20880,2678",21
"[Gen 1] Random Battle-35512,20763,20880,2678-turn26.txt",1,"[Gen 1] Random Battle-35512,20763,20880,2678",26
"[Gen 1] Random Battle-35569,14118,44100,774-turn0.txt",1,"[Gen 1] Random Battle-35569,14118,44100,774",0
"[Gen 1] Random Battle-35569,14118,44100,774-turn1.txt",1,"[Gen 1] Random Battle-35569,14118,44100,774",1
"[Gen 1] Random Battle-35569,14118,44100,774-turn17.txt",1,"[Gen 1] Random Battle-35569,14118,44100,774",17
"[Gen 1] Random Battle-35569,14118,44100,774-turn19.txt",1,"[Gen 1] Random Battle-35569,14118,44100,774",19
"[Gen 1] Random Battle-35569,14118,44100,774-turn24.txt",1,"[Gen 1] Random Battle-35569,14118,44100,774",24
"[Gen 1] Random Battle-35569,14118,44100,774-turn25.txt",1,"[Gen 1] Random Battle-35569,14118,44100,774",25
"[Gen 1] Random Battle-35569,14118,44100,774-turn26.txt",1,"[Gen 1] Random Battle-35569,14118,44100,774",26
"[Gen 1] Random Battle-35569,14118,44100,774-turn3.txt",1,"[Gen 1] Random Battle-35569,14118,44100,774",3
"[Gen 1] Random Battle-35569,14118,44100,774-turn33.txt",1,"[Gen 1] Random Battle-35569,14118,44100,774",33
"[Gen 1] Random Battle-35569,14118,44100,774-turn44.txt",1,"[Gen 1] Random Battle-35569,14118,44100,774",44
"[Gen 1] Random Battle-35569,14118,44100,774-turn47.txt",1,"[Gen 1] Random Battle-35569,14118,44100,774",47
"[Gen 1] Random Battle-35569,14118,44100,774-turn54.txt",1,"[Gen 1] Random Battle-35569,14118,44100,774",54
"[Gen 1] Random Battle-35569,14118,44100,774-turn55.txt",1,"[Gen 1] Random Battle-35569,14118,44100,774",55
"[Gen 1] Random Battle-35569,14118,44100,774-turn6.txt",1,"[Gen 1] Random Battle-35569,14118,44100,774",6
"[Gen 1] Random Battle-35569,14118,44100,774-turn60.txt",1,"[Gen 1] Random Battle-35569,14118,44100,774",60
"[Gen 1] Random Battle-35569,14118,44100,774-turn9.txt",1,"[Gen 1] Random Battle-35569,14118,44100,774",9
"[Gen 1] Random Battle-35585,60990,21081,56998-turn0.txt",0,"[Gen 1] Random Battle-35585,60990,21081,56998",0
"[Gen 1] Random Battle-35585,60990,21081,56998-turn12.txt",0,"[Gen 1] Random Battle-35585,60990,21081,56998",12
"[Gen 1] Random Battle-35585,60990,21081,56998-turn14.txt",0,"[Gen 1] Random Battle-35585,60990,21081,56998",14
"[Gen 1] Random Battle-35585,60990,21081,56998-turn18.txt",0,"[Gen 1] Random Battle-35585,60990,21081,56998",18
"[Gen 1] Random Battle-35585,60990,21081,56998-turn2.txt",0,"[Gen 1] Random Battle-35585,60990,21081,56998",2
"[Gen 1] Random Battle-35585,60990,21081,56998-turn35.txt",0,"[Gen 1] Random Battle-35585,60990,21081,56998",35
"[Gen 1] Random Battle-35585,60990,21081,56998-turn38.txt",0,"[Gen 1] Random Battle-35585,60990,21081,56998",38
"[Gen 1] Random Battle-35585,60990,21081,56998-turn43.txt",0,"[Gen 1] Random Battle-35585,60990,21081,56998",43
"[Gen 1] Random Battle-35585,60990,21081,56998-turn45.txt",0,"[Gen 1] Random Battle-35585,60990,21081,56998",45
"[Gen 1] Random Battle-35585,60990,21081,56998-turn7.txt",0,"[Gen 1] Random Battle-35585,60990,21081,56998",7
"[Gen 1] Random Battle-36027,1937,26902,18710-turn0.txt",1,"[Gen 1] Random Battle-36027,1937,26902,18710",0
"[Gen 1] Random Battle-36027,1937,26902,18710-turn2.txt",1,"[Gen 1] Random Battle-36027,1937,26902,18710",2
"[Gen 1] Random Battle-36027,1937,26902,18710-turn23.txt",1,"[Gen 1] Random Battle-36027,1937,26902,18710",23
